date_key,calendar_date,cal_year,cal_month,cal_day,day_of_week,day_of_week_num,is_weekend,month_name,month_sort_key
19720325,1972-03-25,1972,3,25,Saturday,6,True,Mar 1972,1972-03
19720326,1972-03-26,1972,3,26,Sunday,7,True,Mar 1972,1972-03
19720327,1972-03-27,1972,3,27,Monday,1,False,Mar 1972,1972-03
19720328,1972-03-28,1972,3,28,Tuesday,2,False,Mar 1972,1972-03
19720329,1972-03-29,1972,3,29,Wednesday,3,False,Mar 1972,1972-03
19720330,1972-03-30,1972,3,30,Thursday,4,False,Mar 1972,1972-03
19720331,1972-03-31,1972,3,31,Friday,5,False,Mar 1972,1972-03
19720401,1972-04-01,1972,4,1,Saturday,6,True,Apr 1972,1972-04
19720402,1972-04-02,1972,4,2,Sunday,7,True,Apr 1972,1972-04
19720403,1972-04-03,1972,4,3,Monday,1,False,Apr 1972,1972-04
19720404,1972-04-04,1972,4,4,Tuesday,2,False,Apr 1972,1972-04
19720405,1972-04-05,1972,4,5,Wednesday,3,False,Apr 1972,1972-04
19720406,1972-04-06,1972,4,6,Thursday,4,False,Apr 1972,1972-04
19720407,1972-04-07,1972,4,7,Friday,5,False,Apr 1972,1972-04
19720408,1972-04-08,1972,4,8,Saturday,6,True,Apr 1972,1972-04
19720409,1972-04-09,1972,4,9,Sunday,7,True,Apr 1972,1972-04
19720410,1972-04-10,1972,4,10,Monday,1,False,Apr 1972,1972-04
19720411,1972-04-11,1972,4,11,Tuesday,2,False,Apr 1972,1972-04
19720412,1972-04-12,1972,4,12,Wednesday,3,False,Apr 1972,1972-04
19720413,1972-04-13,1972,4,13,Thursday,4,False,Apr 1972,1972-04
19720414,1972-04-14,1972,4,14,Friday,5,False,Apr 1972,1972-04
19720415,1972-04-15,1972,4,15,Saturday,6,True,Apr 1972,1972-04
19720416,1972-04-16,1972,4,16,Sunday,7,True,Apr 1972,1972-04
19720417,1972-04-17,1972,4,17,Monday,1,False,Apr 1972,1972-04
19720418,1972-04-18,1972,4,18,Tuesday,2,False,Apr 1972,1972-04
19720419,1972-04-19,1972,4,19,Wednesday,3,False,Apr 1972,1972-04
19720420,1972-04-20,1972,4,20,Thursday,4,False,Apr 1972,1972-04
19720421,1972-04-21,1972,4,21,Friday,5,False,Apr 1972,1972-04
19720422,1972-04-22,1972,4,22,Saturday,6,True,Apr 1972,1972-04
19720423,1972-04-23,1972,4,23,Sunday,7,True,Apr 1972,1972-04
19720424,1972-04-24,1972,4,24,Monday,1,False,Apr 1972,1972-04
19720425,1972-04-25,1972,4,25,Tuesday,2,False,Apr 1972,1972-04
19720426,1972-04-26,1972,4,26,Wednesday,3,False,Apr 1972,1972-04
19720427,1972-04-27,1972,4,27,Thursday,4,False,Apr 1972,1972-04
19720428,1972-04-28,1972,4,28,Friday,5,False,Apr 1972,1972-04
19720429,1972-04-29,1972,4,29,Saturday,6,True,Apr 1972,1972-04
19720430,1972-04-30,1972,4,30,Sunday,7,True,Apr 1972,1972-04
19720501,1972-05-01,1972,5,1,Monday,1,False,May 1972,1972-05
19720502,1972-05-02,1972,5,2,Tuesday,2,False,May 1972,1972-05
19720503,1972-05-03,1972,5,3,Wednesday,3,False,May 1972,1972-05
19720504,1972-05-04,1972,5,4,Thursday,4,False,May 1972,1972-05
19720505,1972-05-05,1972,5,5,Friday,5,False,May 1972,1972-05
19720506,1972-05-06,1972,5,6,Saturday,6,True,May 1972,1972-05
19720507,1972-05-07,1972,5,7,Sunday,7,True,May 1972,1972-05
19720508,1972-05-08,1972,5,8,Monday,1,False,May 1972,1972-05
19720509,1972-05-09,1972,5,9,Tuesday,2,False,May 1972,1972-05
19720510,1972-05-10,1972,5,10,Wednesday,3,False,May 1972,1972-05
19720511,1972-05-11,1972,5,11,Thursday,4,False,May 1972,1972-05
19720512,1972-05-12,1972,5,12,Friday,5,False,May 1972,1972-05
19720513,1972-05-13,1972,5,13,Saturday,6,True,May 1972,1972-05
19720514,1972-05-14,1972,5,14,Sunday,7,True,May 1972,1972-05
19720515,1972-05-15,1972,5,15,Monday,1,False,May 1972,1972-05
19720516,1972-05-16,1972,5,16,Tuesday,2,False,May 1972,1972-05
19720517,1972-05-17,1972,5,17,Wednesday,3,False,May 1972,1972-05
19720518,1972-05-18,1972,5,18,Thursday,4,False,May 1972,1972-05
19720519,1972-05-19,1972,5,19,Friday,5,False,May 1972,1972-05
19720520,1972-05-20,1972,5,20,Saturday,6,True,May 1972,1972-05
19720521,1972-05-21,1972,5,21,Sunday,7,True,May 1972,1972-05
19720522,1972-05-22,1972,5,22,Monday,1,False,May 1972,1972-05
19720523,1972-05-23,1972,5,23,Tuesday,2,False,May 1972,1972-05
19720524,1972-05-24,1972,5,24,Wednesday,3,False,May 1972,1972-05
19720525,1972-05-25,1972,5,25,Thursday,4,False,May 1972,1972-05
19720526,1972-05-26,1972,5,26,Friday,5,False,May 1972,1972-05
19720527,1972-05-27,1972,5,27,Saturday,6,True,May 1972,1972-05
19720528,1972-05-28,1972,5,28,Sunday,7,True,May 1972,1972-05
19720529,1972-05-29,1972,5,29,Monday,1,False,May 1972,1972-05
19720530,1972-05-30,1972,5,30,Tuesday,2,False,May 1972,1972-05
19720531,1972-05-31,1972,5,31,Wednesday,3,False,May 1972,1972-05
19720601,1972-06-01,1972,6,1,Thursday,4,False,Jun 1972,1972-06
19720602,1972-06-02,1972,6,2,Friday,5,False,Jun 1972,1972-06
19720603,1972-06-03,1972,6,3,Saturday,6,True,Jun 1972,1972-06
19720604,1972-06-04,1972,6,4,Sunday,7,True,Jun 1972,1972-06
19720605,1972-06-05,1972,6,5,Monday,1,False,Jun 1972,1972-06
19720606,1972-06-06,1972,6,6,Tuesday,2,False,Jun 1972,1972-06
19720607,1972-06-07,1972,6,7,Wednesday,3,False,Jun 1972,1972-06
19720608,1972-06-08,1972,6,8,Thursday,4,False,Jun 1972,1972-06
19720609,1972-06-09,1972,6,9,Friday,5,False,Jun 1972,1972-06
19720610,1972-06-10,1972,6,10,Saturday,6,True,Jun 1972,1972-06
19720611,1972-06-11,1972,6,11,Sunday,7,True,Jun 1972,1972-06
19720612,1972-06-12,1972,6,12,Monday,1,False,Jun 1972,1972-06
19720613,1972-06-13,1972,6,13,Tuesday,2,False,Jun 1972,1972-06
19720614,1972-06-14,1972,6,14,Wednesday,3,False,Jun 1972,1972-06
19720615,1972-06-15,1972,6,15,Thursday,4,False,Jun 1972,1972-06
19720616,1972-06-16,1972,6,16,Friday,5,False,Jun 1972,1972-06
19720617,1972-06-17,1972,6,17,Saturday,6,True,Jun 1972,1972-06
19720618,1972-06-18,1972,6,18,Sunday,7,True,Jun 1972,1972-06
19720619,1972-06-19,1972,6,19,Monday,1,False,Jun 1972,1972-06
19720620,1972-06-20,1972,6,20,Tuesday,2,False,Jun 1972,1972-06
19720621,1972-06-21,1972,6,21,Wednesday,3,False,Jun 1972,1972-06
19720622,1972-06-22,1972,6,22,Thursday,4,False,Jun 1972,1972-06
19720623,1972-06-23,1972,6,23,Friday,5,False,Jun 1972,1972-06
19720624,1972-06-24,1972,6,24,Saturday,6,True,Jun 1972,1972-06
19720625,1972-06-25,1972,6,25,Sunday,7,True,Jun 1972,1972-06
19720626,1972-06-26,1972,6,26,Monday,1,False,Jun 1972,1972-06
19720627,1972-06-27,1972,6,27,Tuesday,2,False,Jun 1972,1972-06
19720628,1972-06-28,1972,6,28,Wednesday,3,False,Jun 1972,1972-06
19720629,1972-06-29,1972,6,29,Thursday,4,False,Jun 1972,1972-06
19720630,1972-06-30,1972,6,30,Friday,5,False,Jun 1972,1972-06
19720701,1972-07-01,1972,7,1,Saturday,6,True,Jul 1972,1972-07
19720702,1972-07-02,1972,7,2,Sunday,7,True,Jul 1972,1972-07
19720703,1972-07-03,1972,7,3,Monday,1,False,Jul 1972,1972-07
19720704,1972-07-04,1972,7,4,Tuesday,2,False,Jul 1972,1972-07
19720705,1972-07-05,1972,7,5,Wednesday,3,False,Jul 1972,1972-07
19720706,1972-07-06,1972,7,6,Thursday,4,False,Jul 1972,1972-07
19720707,1972-07-07,1972,7,7,Friday,5,False,Jul 1972,1972-07
19720708,1972-07-08,1972,7,8,Saturday,6,True,Jul 1972,1972-07
19720709,1972-07-09,1972,7,9,Sunday,7,True,Jul 1972,1972-07
19720710,1972-07-10,1972,7,10,Monday,1,False,Jul 1972,1972-07
19720711,1972-07-11,1972,7,11,Tuesday,2,False,Jul 1972,1972-07
19720712,1972-07-12,1972,7,12,Wednesday,3,False,Jul 1972,1972-07
19720713,1972-07-13,1972,7,13,Thursday,4,False,Jul 1972,1972-07
19720714,1972-07-14,1972,7,14,Friday,5,False,Jul 1972,1972-07
19720715,1972-07-15,1972,7,15,Saturday,6,True,Jul 1972,1972-07
19720716,1972-07-16,1972,7,16,Sunday,7,True,Jul 1972,1972-07
19720717,1972-07-17,1972,7,17,Monday,1,False,Jul 1972,1972-07
19720718,1972-07-18,1972,7,18,Tuesday,2,False,Jul 1972,1972-07
19720719,1972-07-19,1972,7,19,Wednesday,3,False,Jul 1972,1972-07
19720720,1972-07-20,1972,7,20,Thursday,4,False,Jul 1972,1972-07
19720721,1972-07-21,1972,7,21,Friday,5,False,Jul 1972,1972-07
19720722,1972-07-22,1972,7,22,Saturday,6,True,Jul 1972,1972-07
19720723,1972-07-23,1972,7,23,Sunday,7,True,Jul 1972,1972-07
19720724,1972-07-24,1972,7,24,Monday,1,False,Jul 1972,1972-07
19720725,1972-07-25,1972,7,25,Tuesday,2,False,Jul 1972,1972-07
19720726,1972-07-26,1972,7,26,Wednesday,3,False,Jul 1972,1972-07
19720727,1972-07-27,1972,7,27,Thursday,4,False,Jul 1972,1972-07
19720728,1972-07-28,1972,7,28,Friday,5,False,Jul 1972,1972-07
19720729,1972-07-29,1972,7,29,Saturday,6,True,Jul 1972,1972-07
19720730,1972-07-30,1972,7,30,Sunday,7,True,Jul 1972,1972-07
19720731,1972-07-31,1972,7,31,Monday,1,False,Jul 1972,1972-07
19720801,1972-08-01,1972,8,1,Tuesday,2,False,Aug 1972,1972-08
19720802,1972-08-02,1972,8,2,Wednesday,3,False,Aug 1972,1972-08
19720803,1972-08-03,1972,8,3,Thursday,4,False,Aug 1972,1972-08
19720804,1972-08-04,1972,8,4,Friday,5,False,Aug 1972,1972-08
19720805,1972-08-05,1972,8,5,Saturday,6,True,Aug 1972,1972-08
19720806,1972-08-06,1972,8,6,Sunday,7,True,Aug 1972,1972-08
19720807,1972-08-07,1972,8,7,Monday,1,False,Aug 1972,1972-08
19720808,1972-08-08,1972,8,8,Tuesday,2,False,Aug 1972,1972-08
19720809,1972-08-09,1972,8,9,Wednesday,3,False,Aug 1972,1972-08
19720810,1972-08-10,1972,8,10,Thursday,4,False,Aug 1972,1972-08
19720811,1972-08-11,1972,8,11,Friday,5,False,Aug 1972,1972-08
19720812,1972-08-12,1972,8,12,Saturday,6,True,Aug 1972,1972-08
19720813,1972-08-13,1972,8,13,Sunday,7,True,Aug 1972,1972-08
19720814,1972-08-14,1972,8,14,Monday,1,False,Aug 1972,1972-08
19720815,1972-08-15,1972,8,15,Tuesday,2,False,Aug 1972,1972-08
19720816,1972-08-16,1972,8,16,Wednesday,3,False,Aug 1972,1972-08
19720817,1972-08-17,1972,8,17,Thursday,4,False,Aug 1972,1972-08
19720818,1972-08-18,1972,8,18,Friday,5,False,Aug 1972,1972-08
19720819,1972-08-19,1972,8,19,Saturday,6,True,Aug 1972,1972-08
19720820,1972-08-20,1972,8,20,Sunday,7,True,Aug 1972,1972-08
19720821,1972-08-21,1972,8,21,Monday,1,False,Aug 1972,1972-08
19720822,1972-08-22,1972,8,22,Tuesday,2,False,Aug 1972,1972-08
19720823,1972-08-23,1972,8,23,Wednesday,3,False,Aug 1972,1972-08
19720824,1972-08-24,1972,8,24,Thursday,4,False,Aug 1972,1972-08
19720825,1972-08-25,1972,8,25,Friday,5,False,Aug 1972,1972-08
19720826,1972-08-26,1972,8,26,Saturday,6,True,Aug 1972,1972-08
19720827,1972-08-27,1972,8,27,Sunday,7,True,Aug 1972,1972-08
19720828,1972-08-28,1972,8,28,Monday,1,False,Aug 1972,1972-08
19720829,1972-08-29,1972,8,29,Tuesday,2,False,Aug 1972,1972-08
19720830,1972-08-30,1972,8,30,Wednesday,3,False,Aug 1972,1972-08
19720831,1972-08-31,1972,8,31,Thursday,4,False,Aug 1972,1972-08
19720901,1972-09-01,1972,9,1,Friday,5,False,Sep 1972,1972-09
19720902,1972-09-02,1972,9,2,Saturday,6,True,Sep 1972,1972-09
19720903,1972-09-03,1972,9,3,Sunday,7,True,Sep 1972,1972-09
19720904,1972-09-04,1972,9,4,Monday,1,False,Sep 1972,1972-09
19720905,1972-09-05,1972,9,5,Tuesday,2,False,Sep 1972,1972-09
19720906,1972-09-06,1972,9,6,Wednesday,3,False,Sep 1972,1972-09
19720907,1972-09-07,1972,9,7,Thursday,4,False,Sep 1972,1972-09
19720908,1972-09-08,1972,9,8,Friday,5,False,Sep 1972,1972-09
19720909,1972-09-09,1972,9,9,Saturday,6,True,Sep 1972,1972-09
19720910,1972-09-10,1972,9,10,Sunday,7,True,Sep 1972,1972-09
19720911,1972-09-11,1972,9,11,Monday,1,False,Sep 1972,1972-09
19720912,1972-09-12,1972,9,12,Tuesday,2,False,Sep 1972,1972-09
19720913,1972-09-13,1972,9,13,Wednesday,3,False,Sep 1972,1972-09
19720914,1972-09-14,1972,9,14,Thursday,4,False,Sep 1972,1972-09
19720915,1972-09-15,1972,9,15,Friday,5,False,Sep 1972,1972-09
19720916,1972-09-16,1972,9,16,Saturday,6,True,Sep 1972,1972-09
19720917,1972-09-17,1972,9,17,Sunday,7,True,Sep 1972,1972-09
19720918,1972-09-18,1972,9,18,Monday,1,False,Sep 1972,1972-09
19720919,1972-09-19,1972,9,19,Tuesday,2,False,Sep 1972,1972-09
19720920,1972-09-20,1972,9,20,Wednesday,3,False,Sep 1972,1972-09
19720921,1972-09-21,1972,9,21,Thursday,4,False,Sep 1972,1972-09
19720922,1972-09-22,1972,9,22,Friday,5,False,Sep 1972,1972-09
19720923,1972-09-23,1972,9,23,Saturday,6,True,Sep 1972,1972-09
19720924,1972-09-24,1972,9,24,Sunday,7,True,Sep 1972,1972-09
19720925,1972-09-25,1972,9,25,Monday,1,False,Sep 1972,1972-09
19720926,1972-09-26,1972,9,26,Tuesday,2,False,Sep 1972,1972-09
19720927,1972-09-27,1972,9,27,Wednesday,3,False,Sep 1972,1972-09
19720928,1972-09-28,1972,9,28,Thursday,4,False,Sep 1972,1972-09
19720929,1972-09-29,1972,9,29,Friday,5,False,Sep 1972,1972-09
19720930,1972-09-30,1972,9,30,Saturday,6,True,Sep 1972,1972-09
19721001,1972-10-01,1972,10,1,Sunday,7,True,Oct 1972,1972-10
19721002,1972-10-02,1972,10,2,Monday,1,False,Oct 1972,1972-10
19721003,1972-10-03,1972,10,3,Tuesday,2,False,Oct 1972,1972-10
19721004,1972-10-04,1972,10,4,Wednesday,3,False,Oct 1972,1972-10
19721005,1972-10-05,1972,10,5,Thursday,4,False,Oct 1972,1972-10
19721006,1972-10-06,1972,10,6,Friday,5,False,Oct 1972,1972-10
19721007,1972-10-07,1972,10,7,Saturday,6,True,Oct 1972,1972-10
19721008,1972-10-08,1972,10,8,Sunday,7,True,Oct 1972,1972-10
19721009,1972-10-09,1972,10,9,Monday,1,False,Oct 1972,1972-10
19721010,1972-10-10,1972,10,10,Tuesday,2,False,Oct 1972,1972-10
19721011,1972-10-11,1972,10,11,Wednesday,3,False,Oct 1972,1972-10
19721012,1972-10-12,1972,10,12,Thursday,4,False,Oct 1972,1972-10
19721013,1972-10-13,1972,10,13,Friday,5,False,Oct 1972,1972-10
19721014,1972-10-14,1972,10,14,Saturday,6,True,Oct 1972,1972-10
19721015,1972-10-15,1972,10,15,Sunday,7,True,Oct 1972,1972-10
19721016,1972-10-16,1972,10,16,Monday,1,False,Oct 1972,1972-10
19721017,1972-10-17,1972,10,17,Tuesday,2,False,Oct 1972,1972-10
19721018,1972-10-18,1972,10,18,Wednesday,3,False,Oct 1972,1972-10
19721019,1972-10-19,1972,10,19,Thursday,4,False,Oct 1972,1972-10
19721020,1972-10-20,1972,10,20,Friday,5,False,Oct 1972,1972-10
19721021,1972-10-21,1972,10,21,Saturday,6,True,Oct 1972,1972-10
19721022,1972-10-22,1972,10,22,Sunday,7,True,Oct 1972,1972-10
19721023,1972-10-23,1972,10,23,Monday,1,False,Oct 1972,1972-10
19721024,1972-10-24,1972,10,24,Tuesday,2,False,Oct 1972,1972-10
19721025,1972-10-25,1972,10,25,Wednesday,3,False,Oct 1972,1972-10
19721026,1972-10-26,1972,10,26,Thursday,4,False,Oct 1972,1972-10
19721027,1972-10-27,1972,10,27,Friday,5,False,Oct 1972,1972-10
19721028,1972-10-28,1972,10,28,Saturday,6,True,Oct 1972,1972-10
19721029,1972-10-29,1972,10,29,Sunday,7,True,Oct 1972,1972-10
19721030,1972-10-30,1972,10,30,Monday,1,False,Oct 1972,1972-10
19721031,1972-10-31,1972,10,31,Tuesday,2,False,Oct 1972,1972-10
19721101,1972-11-01,1972,11,1,Wednesday,3,False,Nov 1972,1972-11
19721102,1972-11-02,1972,11,2,Thursday,4,False,Nov 1972,1972-11
19721103,1972-11-03,1972,11,3,Friday,5,False,Nov 1972,1972-11
19721104,1972-11-04,1972,11,4,Saturday,6,True,Nov 1972,1972-11
19721105,1972-11-05,1972,11,5,Sunday,7,True,Nov 1972,1972-11
19721106,1972-11-06,1972,11,6,Monday,1,False,Nov 1972,1972-11
19721107,1972-11-07,1972,11,7,Tuesday,2,False,Nov 1972,1972-11
19721108,1972-11-08,1972,11,8,Wednesday,3,False,Nov 1972,1972-11
19721109,1972-11-09,1972,11,9,Thursday,4,False,Nov 1972,1972-11
19721110,1972-11-10,1972,11,10,Friday,5,False,Nov 1972,1972-11
19721111,1972-11-11,1972,11,11,Saturday,6,True,Nov 1972,1972-11
19721112,1972-11-12,1972,11,12,Sunday,7,True,Nov 1972,1972-11
19721113,1972-11-13,1972,11,13,Monday,1,False,Nov 1972,1972-11
19721114,1972-11-14,1972,11,14,Tuesday,2,False,Nov 1972,1972-11
19721115,1972-11-15,1972,11,15,Wednesday,3,False,Nov 1972,1972-11
19721116,1972-11-16,1972,11,16,Thursday,4,False,Nov 1972,1972-11
19721117,1972-11-17,1972,11,17,Friday,5,False,Nov 1972,1972-11
19721118,1972-11-18,1972,11,18,Saturday,6,True,Nov 1972,1972-11
19721119,1972-11-19,1972,11,19,Sunday,7,True,Nov 1972,1972-11
19721120,1972-11-20,1972,11,20,Monday,1,False,Nov 1972,1972-11
19721121,1972-11-21,1972,11,21,Tuesday,2,False,Nov 1972,1972-11
19721122,1972-11-22,1972,11,22,Wednesday,3,False,Nov 1972,1972-11
19721123,1972-11-23,1972,11,23,Thursday,4,False,Nov 1972,1972-11
19721124,1972-11-24,1972,11,24,Friday,5,False,Nov 1972,1972-11
19721125,1972-11-25,1972,11,25,Saturday,6,True,Nov 1972,1972-11
19721126,1972-11-26,1972,11,26,Sunday,7,True,Nov 1972,1972-11
19721127,1972-11-27,1972,11,27,Monday,1,False,Nov 1972,1972-11
19721128,1972-11-28,1972,11,28,Tuesday,2,False,Nov 1972,1972-11
19721129,1972-11-29,1972,11,29,Wednesday,3,False,Nov 1972,1972-11
19721130,1972-11-30,1972,11,30,Thursday,4,False,Nov 1972,1972-11
19721201,1972-12-01,1972,12,1,Friday,5,False,Dec 1972,1972-12
19721202,1972-12-02,1972,12,2,Saturday,6,True,Dec 1972,1972-12
19721203,1972-12-03,1972,12,3,Sunday,7,True,Dec 1972,1972-12
19721204,1972-12-04,1972,12,4,Monday,1,False,Dec 1972,1972-12
19721205,1972-12-05,1972,12,5,Tuesday,2,False,Dec 1972,1972-12
19721206,1972-12-06,1972,12,6,Wednesday,3,False,Dec 1972,1972-12
19721207,1972-12-07,1972,12,7,Thursday,4,False,Dec 1972,1972-12
19721208,1972-12-08,1972,12,8,Friday,5,False,Dec 1972,1972-12
19721209,1972-12-09,1972,12,9,Saturday,6,True,Dec 1972,1972-12
19721210,1972-12-10,1972,12,10,Sunday,7,True,Dec 1972,1972-12
19721211,1972-12-11,1972,12,11,Monday,1,False,Dec 1972,1972-12
19721212,1972-12-12,1972,12,12,Tuesday,2,False,Dec 1972,1972-12
19721213,1972-12-13,1972,12,13,Wednesday,3,False,Dec 1972,1972-12
19721214,1972-12-14,1972,12,14,Thursday,4,False,Dec 1972,1972-12
19721215,1972-12-15,1972,12,15,Friday,5,False,Dec 1972,1972-12
19721216,1972-12-16,1972,12,16,Saturday,6,True,Dec 1972,1972-12
19721217,1972-12-17,1972,12,17,Sunday,7,True,Dec 1972,1972-12
19721218,1972-12-18,1972,12,18,Monday,1,False,Dec 1972,1972-12
19721219,1972-12-19,1972,12,19,Tuesday,2,False,Dec 1972,1972-12
19721220,1972-12-20,1972,12,20,Wednesday,3,False,Dec 1972,1972-12
19721221,1972-12-21,1972,12,21,Thursday,4,False,Dec 1972,1972-12
19721222,1972-12-22,1972,12,22,Friday,5,False,Dec 1972,1972-12
19721223,1972-12-23,1972,12,23,Saturday,6,True,Dec 1972,1972-12
19721224,1972-12-24,1972,12,24,Sunday,7,True,Dec 1972,1972-12
19721225,1972-12-25,1972,12,25,Monday,1,False,Dec 1972,1972-12
19721226,1972-12-26,1972,12,26,Tuesday,2,False,Dec 1972,1972-12
19721227,1972-12-27,1972,12,27,Wednesday,3,False,Dec 1972,1972-12
19721228,1972-12-28,1972,12,28,Thursday,4,False,Dec 1972,1972-12
19721229,1972-12-29,1972,12,29,Friday,5,False,Dec 1972,1972-12
19721230,1972-12-30,1972,12,30,Saturday,6,True,Dec 1972,1972-12
19721231,1972-12-31,1972,12,31,Sunday,7,True,Dec 1972,1972-12
19730101,1973-01-01,1973,1,1,Monday,1,False,Jan 1973,1973-01
19730102,1973-01-02,1973,1,2,Tuesday,2,False,Jan 1973,1973-01
19730103,1973-01-03,1973,1,3,Wednesday,3,False,Jan 1973,1973-01
19730104,1973-01-04,1973,1,4,Thursday,4,False,Jan 1973,1973-01
19730105,1973-01-05,1973,1,5,Friday,5,False,Jan 1973,1973-01
19730106,1973-01-06,1973,1,6,Saturday,6,True,Jan 1973,1973-01
19730107,1973-01-07,1973,1,7,Sunday,7,True,Jan 1973,1973-01
19730108,1973-01-08,1973,1,8,Monday,1,False,Jan 1973,1973-01
19730109,1973-01-09,1973,1,9,Tuesday,2,False,Jan 1973,1973-01
19730110,1973-01-10,1973,1,10,Wednesday,3,False,Jan 1973,1973-01
19730111,1973-01-11,1973,1,11,Thursday,4,False,Jan 1973,1973-01
19730112,1973-01-12,1973,1,12,Friday,5,False,Jan 1973,1973-01
19730113,1973-01-13,1973,1,13,Saturday,6,True,Jan 1973,1973-01
19730114,1973-01-14,1973,1,14,Sunday,7,True,Jan 1973,1973-01
19730115,1973-01-15,1973,1,15,Monday,1,False,Jan 1973,1973-01
19730116,1973-01-16,1973,1,16,Tuesday,2,False,Jan 1973,1973-01
19730117,1973-01-17,1973,1,17,Wednesday,3,False,Jan 1973,1973-01
19730118,1973-01-18,1973,1,18,Thursday,4,False,Jan 1973,1973-01
19730119,1973-01-19,1973,1,19,Friday,5,False,Jan 1973,1973-01
19730120,1973-01-20,1973,1,20,Saturday,6,True,Jan 1973,1973-01
19730121,1973-01-21,1973,1,21,Sunday,7,True,Jan 1973,1973-01
19730122,1973-01-22,1973,1,22,Monday,1,False,Jan 1973,1973-01
19730123,1973-01-23,1973,1,23,Tuesday,2,False,Jan 1973,1973-01
19730124,1973-01-24,1973,1,24,Wednesday,3,False,Jan 1973,1973-01
19730125,1973-01-25,1973,1,25,Thursday,4,False,Jan 1973,1973-01
19730126,1973-01-26,1973,1,26,Friday,5,False,Jan 1973,1973-01
19730127,1973-01-27,1973,1,27,Saturday,6,True,Jan 1973,1973-01
19730128,1973-01-28,1973,1,28,Sunday,7,True,Jan 1973,1973-01
19730129,1973-01-29,1973,1,29,Monday,1,False,Jan 1973,1973-01
19730130,1973-01-30,1973,1,30,Tuesday,2,False,Jan 1973,1973-01
19730131,1973-01-31,1973,1,31,Wednesday,3,False,Jan 1973,1973-01
19730201,1973-02-01,1973,2,1,Thursday,4,False,Feb 1973,1973-02
19730202,1973-02-02,1973,2,2,Friday,5,False,Feb 1973,1973-02
19730203,1973-02-03,1973,2,3,Saturday,6,True,Feb 1973,1973-02
19730204,1973-02-04,1973,2,4,Sunday,7,True,Feb 1973,1973-02
19730205,1973-02-05,1973,2,5,Monday,1,False,Feb 1973,1973-02
19730206,1973-02-06,1973,2,6,Tuesday,2,False,Feb 1973,1973-02
19730207,1973-02-07,1973,2,7,Wednesday,3,False,Feb 1973,1973-02
19730208,1973-02-08,1973,2,8,Thursday,4,False,Feb 1973,1973-02
19730209,1973-02-09,1973,2,9,Friday,5,False,Feb 1973,1973-02
19730210,1973-02-10,1973,2,10,Saturday,6,True,Feb 1973,1973-02
19730211,1973-02-11,1973,2,11,Sunday,7,True,Feb 1973,1973-02
19730212,1973-02-12,1973,2,12,Monday,1,False,Feb 1973,1973-02
19730213,1973-02-13,1973,2,13,Tuesday,2,False,Feb 1973,1973-02
19730214,1973-02-14,1973,2,14,Wednesday,3,False,Feb 1973,1973-02
19730215,1973-02-15,1973,2,15,Thursday,4,False,Feb 1973,1973-02
19730216,1973-02-16,1973,2,16,Friday,5,False,Feb 1973,1973-02
19730217,1973-02-17,1973,2,17,Saturday,6,True,Feb 1973,1973-02
19730218,1973-02-18,1973,2,18,Sunday,7,True,Feb 1973,1973-02
19730219,1973-02-19,1973,2,19,Monday,1,False,Feb 1973,1973-02
19730220,1973-02-20,1973,2,20,Tuesday,2,False,Feb 1973,1973-02
19730221,1973-02-21,1973,2,21,Wednesday,3,False,Feb 1973,1973-02
19730222,1973-02-22,1973,2,22,Thursday,4,False,Feb 1973,1973-02
19730223,1973-02-23,1973,2,23,Friday,5,False,Feb 1973,1973-02
19730224,1973-02-24,1973,2,24,Saturday,6,True,Feb 1973,1973-02
19730225,1973-02-25,1973,2,25,Sunday,7,True,Feb 1973,1973-02
19730226,1973-02-26,1973,2,26,Monday,1,False,Feb 1973,1973-02
19730227,1973-02-27,1973,2,27,Tuesday,2,False,Feb 1973,1973-02
19730228,1973-02-28,1973,2,28,Wednesday,3,False,Feb 1973,1973-02
19730301,1973-03-01,1973,3,1,Thursday,4,False,Mar 1973,1973-03
19730302,1973-03-02,1973,3,2,Friday,5,False,Mar 1973,1973-03
19730303,1973-03-03,1973,3,3,Saturday,6,True,Mar 1973,1973-03
19730304,1973-03-04,1973,3,4,Sunday,7,True,Mar 1973,1973-03
19730305,1973-03-05,1973,3,5,Monday,1,False,Mar 1973,1973-03
19730306,1973-03-06,1973,3,6,Tuesday,2,False,Mar 1973,1973-03
19730307,1973-03-07,1973,3,7,Wednesday,3,False,Mar 1973,1973-03
19730308,1973-03-08,1973,3,8,Thursday,4,False,Mar 1973,1973-03
19730309,1973-03-09,1973,3,9,Friday,5,False,Mar 1973,1973-03
19730310,1973-03-10,1973,3,10,Saturday,6,True,Mar 1973,1973-03
19730311,1973-03-11,1973,3,11,Sunday,7,True,Mar 1973,1973-03
19730312,1973-03-12,1973,3,12,Monday,1,False,Mar 1973,1973-03
19730313,1973-03-13,1973,3,13,Tuesday,2,False,Mar 1973,1973-03
19730314,1973-03-14,1973,3,14,Wednesday,3,False,Mar 1973,1973-03
19730315,1973-03-15,1973,3,15,Thursday,4,False,Mar 1973,1973-03
19730316,1973-03-16,1973,3,16,Friday,5,False,Mar 1973,1973-03
19730317,1973-03-17,1973,3,17,Saturday,6,True,Mar 1973,1973-03
19730318,1973-03-18,1973,3,18,Sunday,7,True,Mar 1973,1973-03
